Title,Price,Rating,Reviews,Availability,URL,Image_URL
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/All-Your-Design-Wallpaper-kids-wallpaper-pt08/dp/B0996C7D8T/ref=sr_1_260,https://m.media-amazon.com/images/I/71YQDQQ9TUS._AC_UL320_.jpg
"ICHHA HOUSE Self-Adhesive and Removable Vinyl Marble Paper for Kitchen Wallpaper PVC Bathroom Wall Stickers Wallpaper for Fridge Tabletop Wall Floor Home and Kitchen (60L x 800W, Cream)",627.0,4.0,3.0,In stock,https://www.amazon.in/ICHHA-HOUSE-Self-Adhesive-Removable-Wallpaper/dp/B0CK4C6VG5/ref=sr_1_245,https://m.media-amazon.com/images/I/41oH8YoswaL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/British-Terminal%C2%AE-Wallpaper-Waterproof-btwall9497-600/dp/B0C8NL7NRK/ref=sr_1_265,https://m.media-amazon.com/images/I/611NwsmG+aL._AC_UL320_.jpg
"British Terminal® Wallpaper for btwalls,Bedroom,Living Room,Kitchen,Hall,Office,Door,Fridge,Furniture Self Adhesive 3D Waterproof Vinyl Stickers || btwall9500-200",399.0,0.0,0.0,In stock,https://www.amazon.in/British-Terminal%C2%AE-Wallpaper-Waterproof-btwall9500-200/dp/B0C8NKZBD3/ref=sr_1_247,https://m.media-amazon.com/images/I/61L9Bo5RHTL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/VVWV-Cristiano-Collection-Motivational-Decoration/dp/B088NDG7BT/ref=sr_1_266,https://m.media-amazon.com/images/I/81n2mm7ZleL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Live-Crazy-Anime-Vertical-Poster/dp/B0D6BLDBDW/ref=sr_1_267,https://m.media-amazon.com/images/I/71T7Zagg-zL._AC_UL320_.jpg
"ALL YOUR DESIGN Cartoon Theme PVC Vinyl Self Adhesive Kids Wallpaper(3x4 Feet, Design no. kids-wallpaper-pt10)",566.0,0.0,0.0,In stock,https://www.amazon.in/All-Your-Design-Wallpaper-kids-wallpaper-pt10/dp/B0996VWBHK/ref=sr_1_246,https://m.media-amazon.com/images/I/71p9pSHEz9S._AC_UL320_.jpg
Layers Skins Compatible for Nothing Phone 3A Wallpaper Asthetic Mobile Back Skin Rear Screen Guard Protector Film Wrap (Coverage - Back+Camera+Sides),189.0,0.0,0.0,In stock,https://www.amazon.in/Layers-Compatible-Nothing-3A-Wallpaper/dp/B0F1T9XDQ4/ref=sr_1_246,https://m.media-amazon.com/images/I/51ZNwmfZKKL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Psychedelic-Collection-Decorative-Multicolor-Background/dp/B09P59V9X5/ref=sr_1_268,https://m.media-amazon.com/images/I/71QKBEDY6zL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Wallpaper-Drops-Stickers-Suitable-Self-Adhesive/dp/B0DFDVTCS4/ref=sr_1_270,https://m.media-amazon.com/images/I/719hSTyIK8L._AC_UL320_.jpg
"ALL YOUR DESIGN Cartoon Theme PVC Vinyl Self Adhesive Kids Wallpaper(3x4 Feet, Design no. kids-wallpaper-pt01)",566.0,4.0,3.0,In stock,https://www.amazon.in/All-Your-Design-Wallpaper-kids-wallpaper-pt01/dp/B0996B3DW1/ref=sr_1_245,https://m.media-amazon.com/images/I/71EkJq3l12S._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/British-Terminal%C2%AE-Wallpaper-Waterproof-btwall9452-500/dp/B0C8NLSP7L/ref=sr_1_274,https://m.media-amazon.com/images/I/615Ue4u5bnL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/GADGETS-WRAP-Decal-Sticker-Decoration/dp/B0B65FLKF4/ref=sr_1_275,https://m.media-amazon.com/images/I/51A-P-7vKuL._AC_UL320_.jpg
Layers skins Compatible for Oppo A3X 5G Wallpaper-Asthetic Mobile Back Skin Rear Screen Guard Protector Film Wrap (Coverage - Back+Camera+Sides),189.0,0.0,0.0,In stock,https://www.amazon.in/Layers-Compatible-Oppo-A3X-Wallpaper-Asthetic/dp/B0DZVHCT3C/ref=sr_1_251,https://m.media-amazon.com/images/I/61BUCuOBjPL._AC_UL320_.jpg
"DIGITAL PRINT WORLD Self Adhesive Wallpaper Wall Sticker for Home Decor, Living Room, Bedroom, Hall, (PVC Vinyl, Water Proof 10 sq.ft) 16 x 90 Inches Each Strip (16 x 90 inch (10 sq.ft))",400.0,5.0,1.0,In stock,https://www.amazon.in/DIGITAL-PRINT-WORLD-Adhesive-Wallpaper/dp/B0B1Q228DD/ref=sr_1_257,https://m.media-amazon.com/images/I/81eMqRZCuES._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Posters-Inc-Included-Naruto-Accessories/dp/B0F1KQL5W6/ref=sr_1_278,https://m.media-amazon.com/images/I/61x4k2tUToL._AC_UL320_.jpg
"RedCloud Tanjiro Demon Slayer Anime Wall Poster of Size 12x18 inch | Adhesive Tape Attached Wall Decor Posters, Anime Posters, Wall Art For Bedroom, Living room, Office",135.0,4.3,7.0,In stock,https://www.amazon.in/RedCloud-Tanjiro-Adhesive-Attached-Posters/dp/B09FFV4CCR/ref=sr_1_255,https://m.media-amazon.com/images/I/7196TWLkUcL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Kundan-Store-Itachi-Sharingan-Unframed/dp/B0CTYS8RSQ/ref=sr_1_280,https://m.media-amazon.com/images/I/61SlP+-A7UL._AC_UL320_.jpg
"Set Of 9 Anime Wall Posters, Mix Posters Of Anime, HunterXHunter, Onepiece, Demon Slayer, Jujutsu Kaisen, 300 GSM Thick, 21 x 29.7 CM",249.0,4.1,0.0,In stock,https://www.amazon.in/Posters-HunterXHunter-Onepiece-Slayer-Jujutsu/dp/B0DN298X4H/ref=sr_1_258,https://m.media-amazon.com/images/I/81k6Nj9zCRL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/GADGETS-WRAP-Painting-Decoration-11x9inch/dp/B0CG4HR1N2/ref=sr_1_282,https://m.media-amazon.com/images/I/61cLMNyT5oL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/All-Your-Design-Wallpaper-kids-wallpaper-pt11/dp/B09972HV52/ref=sr_1_284,https://m.media-amazon.com/images/I/7175RUqblTS._AC_UL320_.jpg
Posters Inc Anime Motivational Posters Pack of 6 A4 Size 300 GSM Matte Paper Glue Dots Included Naruto Luffy Manga Zoro For Bedroom An14,189.0,0.0,0.0,In stock,https://www.amazon.in/Posters-Inc-Motivational-Included-Bedroom/dp/B0F1KPR47Z/ref=sr_1_272,https://m.media-amazon.com/images/I/61QPlWrY3YL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Kundan-Store-Frontline-Poster-Unframed/dp/B0DB6KQXT2/ref=sr_1_286,https://m.media-amazon.com/images/I/71j8099nosL._AC_UL320_.jpg
Posters Inc Premium Anime Posters Pack of 6 A4 Size 300 GSM Matte Paper Glue Dots Included Naruto Manga Sukuna Cool Wall Art,189.0,0.0,0.0,In stock,https://www.amazon.in/Posters-Inc-Premium-Included-Naruto/dp/B0F1MY26PX/ref=sr_1_276,https://m.media-amazon.com/images/I/61mwti1rz5L._AC_UL320_.jpg
"Kundan Store Anime Series gojo satoru Jujutsu Kaisen Poster, 12 * 18 Inches, Unframed,Matte Finish, Multi Color",110.0,0.0,0.0,,https://www.amazon.in/Kundan-satoru-Jujutsu-Kaisen-Unframed/dp/B0CRJYKQ6C/ref=sr_1_269,https://m.media-amazon.com/images/I/51y4qtLy4IL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Claritycart-Resistant-Wallpaper-Eco-Friendly-Adhesive/dp/B0DG5Y4DV1/ref=sr_1_287,https://m.media-amazon.com/images/I/712pR2KQXbL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/All-Your-Design-Wallpaper-kids-wallpaper-pt03/dp/B0996BWB82/ref=sr_1_288,https://m.media-amazon.com/images/I/71MN9vvFrHS._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Digital-Wallpaper-Sticker-Adhesive-39-5E31-AQ5R/dp/B0B29BFKG9/ref=sr_1_289,https://m.media-amazon.com/images/I/91qtVEBlBPS._AC_UL320_.jpg
Posters Inc Sophisticated Anime Posters Pack of 6 A4 Size 300 GSM Matte Paper Glue Dots Included Naruto Manga Sukuna Cool Bedroom Decor,189.0,0.0,0.0,In stock,https://www.amazon.in/Posters-Inc-Sophisticated-Included-Bedroom/dp/B0F1MYSLNL/ref=sr_1_277,https://m.media-amazon.com/images/I/61Ugy+WQvNL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Kundan-Store-Vergil-Definition-Unframed/dp/B0D9R9LV1R/ref=sr_1_290,https://m.media-amazon.com/images/I/71sUYBZalBL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/woozy-work-Wooden-Deocration-Wallpaper/dp/B0BWYKBQR9/ref=sr_1_291,https://m.media-amazon.com/images/I/41YSyi-FLcL._AC_UL320_.jpg
INKLICK Set of 6 anime wall posters and color medium Wall Posters Set of 6 posters for Home Office Decor (Anime-A-1),129.0,0.0,0.0,In stock,https://www.amazon.in/INKLICK-posters-medium-Posters-Office/dp/B0DCZDP1YT/ref=sr_1_273,https://m.media-amazon.com/images/I/81bKpbn2g1L._AC_UL320_.jpg
REDCLOUD my hero academia anime wall poster,251.0,4.4,2.0,In stock,https://www.amazon.in/hero-academia-anime-poster-REDCLOUD/dp/B09DBFXT4G/ref=sr_1_271,https://m.media-amazon.com/images/I/71DYo9SOusL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/VEENSHI-goku-poster-anime-posters/dp/B0D1CCHSVH/ref=sr_1_294,https://m.media-amazon.com/images/I/71AROb3VVJL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Aniculture-Posters-Adhesive-Wrinkle-Free-Collection/dp/B0DYV8Q6GM/ref=sr_1_296,https://m.media-amazon.com/images/I/81wKIpqDrKL._AC_UL320_.jpg
"Namaste Home 15 inch Laptop Skin - Colorful Wallpaper - Laptop Sticker - HD Quality (Eco Matte Vinyl, 15.6 inch, Multicolor)",249.0,0.0,0.0,In stock,https://www.amazon.in/Namaste-Home-inch-Laptop-Skin/dp/B09JM28YD8/ref=sr_1_279,https://m.media-amazon.com/images/I/61gViYD-EiL._AC_UL320_.jpg
Posters Inc Aesthetic Anime Posters Pack of 6 A4 Size 300 GSM Matte Paper Glue Dots Included Naruto Manga Zoro Gojo Cool Room Decor An172,189.0,0.0,0.0,In stock,https://www.amazon.in/Posters-Inc-Aesthetic-Included-Naruto/dp/B0F1KNJCBG/ref=sr_1_285,https://m.media-amazon.com/images/I/614bNbeYNtL._AC_UL320_.jpg
N/A,0.0,5.0,0.0,N/A,https://www.amazon.in/Sad-Anime-Profile-Wallpapers-Collection/dp/B0D524SVVH/ref=sr_1_294,https://m.media-amazon.com/images/I/71rS4UjCAeL._AC_UL320_.png
N/A,0.0,5.0,0.0,N/A,https://www.amazon.in/Japan-Wallpapers-Anime-Sakura-Mount/dp/B0D45G9QR4/ref=sr_1_295,https://m.media-amazon.com/images/I/81tpDkPrfoL._AC_UL320_.png
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/inspire-TA-Itachi-Painting-Laminated/dp/B0CRC2HWTS/ref=sr_1_297,https://m.media-amazon.com/images/I/61jUR7fmnjL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/appben-Anime-Wallpaper-HD-4K/dp/B0D2JL9ZKS/ref=sr_1_298,https://m.media-amazon.com/images/I/81PwncmVwzL._AC_UL320_.png
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Bengstudio-Anime-Live-Wallpaper-Maker/dp/B0D1NM6T6S/ref=sr_1_300,https://m.media-amazon.com/images/I/816KxfisOkL._AC_UL320_.png
"ALL YOUR DESIGN Cartoon Theme PVC Vinyl Self Adhesive Kids Wallpaper(3x4 Feet, Design no. kids-wallpaper-pt03)",566.0,0.0,0.0,In stock,https://www.amazon.in/All-Your-Design-Wallpaper-kids-wallpaper-pt03/dp/B0996BFPNR/ref=sr_1_283,https://m.media-amazon.com/images/I/617Nbka0D5S._AC_UL320_.jpg
Posters Inc Naruto Anime Posters Pack of 6 A4 Size 300 GSM Matte Paper Glue Dots Included Featuring Sukuna Manga Zoro Cool Wall Accessories An267,189.0,0.0,0.0,In stock,https://www.amazon.in/Posters-Inc-Included-Featuring-Accessories/dp/B0F1KP7FLN/ref=sr_1_292,https://m.media-amazon.com/images/I/61gOA42jczL._AC_UL320_.jpg
"ATEVON Jujutsu Kaisen-Japanese manga| PACK OF 18 Manga wall collage kit |Anime wall poster 6 * 4 inches (300 GSM,Multicolor) Yuji Itadori | Megumi Fushiguro | Nobara Kugasaki",299.0,0.0,0.0,In stock,https://www.amazon.in/ATEVON-Kaisen-Japanese-18-Multicolor-Fushiguro/dp/B0DWXHH7MN/ref=sr_1_281,https://m.media-amazon.com/images/I/81Cj1yLoa-L._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Emo-Anime-Wallpapers-Aesthetic-Backgrounds/dp/B0CZKXS9BR/ref=sr_1_303,https://m.media-amazon.com/images/I/81PilbPmiIL._AC_UL320_.png
N/A,0.0,2.0,0.0,N/A,https://www.amazon.in/ATC-Inc-Anime-Wallpaper-HD/dp/B0D3QNDQWB/ref=sr_1_296,https://m.media-amazon.com/images/I/81kDZ+taYIL._AC_UL320_.png
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/POSTERDADDY-Finish-Poster-Multicolor-PD-12614/dp/B0BSXH9W41/ref=sr_1_304,https://m.media-amazon.com/images/I/51cwEeye+kL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/PRINTKARR-Backlight-Hanging-Decoration-Bedroom/dp/B0DMKWM2M2/ref=sr_1_306,https://m.media-amazon.com/images/I/61qKd90EnSL._AC_UL320_.jpg
N/A,0.0,5.0,0.0,N/A,https://www.amazon.in/Anime-Wallpapers-Backgrounds-Cool-Girls/dp/B0D14TPM6H/ref=sr_1_301,https://m.media-amazon.com/images/I/81YjUKLx7mL._AC_UL320_.png
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Wallpaper-Mart-Mackbook-Design67-Self-Adhesive/dp/B0D3X2L8XZ/ref=sr_1_305,https://m.media-amazon.com/images/I/71Y0pWkJXeL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Anime-Status-Wallpapers-Quotes-Backgrounds/dp/B0CZK4RQ2R/ref=sr_1_307,https://m.media-amazon.com/images/I/81SYlUEMXuL._AC_UL320_.png
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Teki-Studio-Wallpaper-Anime-HD/dp/B0CYSSNNTZ/ref=sr_1_308,https://m.media-amazon.com/images/I/51VC3OUua8L._AC_UL320_.png
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Souundy-Anime-Wallpapers/dp/B0CYHLYBRJ/ref=sr_1_313,https://m.media-amazon.com/images/I/71uNxaPopLL._AC_UL320_.png
N/A,0.0,5.0,0.0,N/A,https://www.amazon.in/Anime-Girl-Wallpapers-HD-4K/dp/B0D12LGGWJ/ref=sr_1_302,https://m.media-amazon.com/images/I/71jF0MzKpgL._AC_UL320_.png
INKLICK Set of 6 anime wall posters and color medium Wall Posters Set of 6 posters for Home Office Decor (Anime-A-4),169.0,4.5,0.0,In stock,https://www.amazon.in/INKLICK-posters-medium-Posters-Office/dp/B0DD7991PD/ref=sr_1_293,https://m.media-amazon.com/images/I/812euFijUxL._AC_UL320_.jpg
"ANIMATION VIBES Mix Anime PEEL N STICK Self Adhesive Wall Poster For Room, Bedroom, Living Room consisting Naruto, Your Name, Demon Slayer, AOT, One Punch Man, Jujutsu Kaisen, Bleach, Chainsaw Man, Dragon Ball and More (Pack of 20)",1455.0,5.0,1.0,,https://www.amazon.in/ANIMATION-Adhesive-Bedroom-consisting-Chainsaw/dp/B0DY1XYFQW/ref=sr_1_293,https://m.media-amazon.com/images/I/61smlVJYswL._AC_UL320_.jpg
Posters Inc Motivational Anime Posters Pack of 6 A4 Size 300 GSM Matte Paper Glue Dots Included Naruto Gojo Manga Zoro Wall Decoration An137,189.0,0.0,0.0,In stock,https://www.amazon.in/Posters-Inc-Motivational-Included-Decoration/dp/B0F1KRWM5X/ref=sr_1_295,https://m.media-amazon.com/images/I/61B0UlkOB9L._AC_UL320_.jpg
Epic Stuff Blue Lock - Nagi Seishiro Design A4 Size Poster (With Frame) - Best Gift For Blue Lock Fans/Best Artefact To Your Home & Decor/For Anime Fandom,399.0,5.0,1.0,Only 2 left in stock.,https://www.amazon.in/Epic-Stuff-Blue-Lock-Seishiro/dp/B0BXF11FQ3/ref=sr_1_299,https://m.media-amazon.com/images/I/81KDrV8RVVL._AC_UL320_.jpg
N/A,0.0,0.0,0.0,N/A,https://www.amazon.in/Souundy-Cute-Anime-Wallpapers/dp/B0CXCJBW2L/ref=sr_1_314,https://m.media-amazon.com/images/I/81Q65RVOazL._AC_UL320_.png
